country_or_area,year,value,category
European Union,1994,5255113.71608995,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,2012,58685.2118354953,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1995,596.937234699727,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Czech Republic,1992,170790.902492644,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Austria,2010,7182.81642989029,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Netherlands,1994,179.448436710072,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
United States of America,2009,3926.58161697086,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,2010,1662592.25855081,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Spain,1997,1025.73763014269,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Finland,1993,7707.9832414101,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,2004,51315.162528611,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2013,12.543122357628,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Switzerland,2009,52900.817831085,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Latvia,2007,1653.06909906558,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovenia,1996,981.350714578134,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,1991,0.38651932503437,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2006,302195.954579745,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Latvia,1997,0.36956976,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Slovakia,2013,4555.86784703824,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovenia,2007,2391.90961197287,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovenia,1999,18892.7989721634,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Estonia,1996,3.333134052,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Lithuania,1993,0.0278729208,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Iceland,1998,560.855414397848,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1992,404052.107073036,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,2001,275.840256156584,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Germany,2014,151.94899803,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Portugal,1994,51303.2041493178,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,2009,6776229.77387706,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,2007,240.179293519619,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Spain,1996,32667.3653350493,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Estonia,2010,175.432505308829,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,1990,7121.2834186975,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Norway,1991,1983.45795638806,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Bulgaria,2008,841.835316770012,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Slovenia,2009,16328.2103332782,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,2005,7225.36575668559,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Canada,2010,1859.18101828115,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ukraine,1996,143.242864396173,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Austria,2010,1483.19074249073,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Greece,2005,135924.226108271,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,2005,71802.2559052239,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2006,24541.2735204516,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,2003,18.5453134041077,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovenia,2014,15.52097802,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Denmark,1992,8364.64610116621,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Czech Republic,2002,145622.965867921,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Spain,2009,15794.3236791019,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Netherlands,2004,20966.3301413584,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Malta,2012,67.8278743735485,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,1998,1078643.50204424,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovenia,1993,808.921812163705,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Luxembourg,1995,1.38946428936,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Greece,2006,5730.83250457993,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,2006,9135.85826323885,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belarus,1991,125601.052927806,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Australia,1990,211.018511442384,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2000,1127.79920477565,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Spain,1992,30128.9391822298,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Italy,2008,21862.6586594612,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Latvia,1991,2733.79047753294,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Finland,1993,69675.9495168867,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Canada,2013,40647.0631927479,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,1990,99.4136059156658,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Norway,2005,955.318448085,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Canada,1994,6895.01454213527,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Liechtenstein,2008,260.346696798514,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2011,50420.4743715341,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Lithuania,2011,3515.82369314823,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,2007,65372.6535713726,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Germany,1991,2654.6235,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Monaco,1997,106.719315768663,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
New Zealand,2003,35658.5319752869,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovenia,1990,18616.4490964463,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Cyprus,2007,0.1384796304,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Romania,1999,39.7271833843805,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Bulgaria,2013,42534.9272034699,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Czech Republic,1992,141565.719740237,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,1993,2809294.52481872,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,1999,153.662106212916,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Turkey,2000,115.656211508405,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2008,7216415.07090248,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,2004,1389593.18778594,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Canada,1990,0.324454149276,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Japan,2005,8623.35165884274,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
New Zealand,1992,15.7776,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Czech Republic,2010,138226.417774929,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2004,1116.77439915268,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Cyprus,2013,8020.09846997047,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,1992,5386789.04575116,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
United States of America,2002,5935738.78360961,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2003,595.330558853492,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ireland,1997,126.117418947468,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Czech Republic,2008,37.2934312436944,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Croatia,2012,24734.6498197466,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Ireland,2000,8640.46632479878,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,2005,1360.01098763857,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Czech Republic,1999,7561.34569543948,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Norway,1997,54333.9463603583,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Finland,1998,38.62456971456,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
United States of America,2006,7316144.45592763,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,1995,59791.072093728,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1996,7839.9346862074,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belarus,2012,12824.03580262,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
New Zealand,2003,36497.1710064703,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
European Union,2004,880.363884,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Belarus,2011,17499.477159075,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,2011,58130.2970379833,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Malta,2010,196.620159883201,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Austria,2011,6976.4185527369,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Spain,1992,3494.576,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Germany,2006,668.4684378916,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Ireland,1992,33344.1023763207,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Portugal,2012,2165.80494246783,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Sweden,2011,54.765896902056,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Finland,2014,59105.0771867268,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
United States of America,2004,551.286665189756,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
European Union,2003,146.820604989224,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Iceland,1998,3754.77436474695,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,2008,819537.108753173,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Hungary,1991,87301.0680049181,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Lithuania,2001,20565.3985771841,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,2000,149213.017245465,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Lithuania,2000,4015.79074170298,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,1999,2770.59394396515,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Italy,2008,8379.19866672924,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Iceland,2005,3897.68783769588,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
France,2014,465369.527335374,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Netherlands,1990,5606.3288,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2006,719580.692062306,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Finland,1995,58126.247543133,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Estonia,2004,19055.487479688,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Spain,2014,321744.066952118,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Denmark,1990,70245.5311531394,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,2007,325.441077409888,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,2008,44893.0941871551,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,2005,19813.7903082148,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Finland,2008,5917.6058746115,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Cyprus,1990,693.566622225,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ukraine,2003,285720.47993753,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,1998,806.42788548,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Lithuania,1997,4333.212697407,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Portugal,1999,67612.8118918815,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,1993,2.3465214146151,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2008,657980.868002156,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,2003,558762.915662396,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Switzerland,2009,179.645738076204,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
