id,region,ndvi,yield,year,month,soil_type
654,East,0.61,3.5,2021,8,peat
655,South,0.76,3.2,2023,3,peat
656,West,0.7,3.5,2020,1,peat
657,East,0.74,4.8,2020,11,clay
658,North,0.53,2.7,2022,3,sandy_loam
659,South,0.78,4.7,2021,3,peat
660,South,0.73,4.6,2022,6,peat
661,East,0.74,3.9,2021,4,clay
662,West,0.72,2.8,2022,12,sandy_loam
663,North,0.78,2.9,2021,4,sandy_loam
664,West,0.56,2.6,2022,7,peat
665,North,0.54,2.0,2020,5,sandy_loam
666,North,0.61,3.4,2020,5,sandy_loam
667,North,0.8,5.0,2022,7,peat
668,South,0.53,3.5,2023,9,clay
669,West,0.71,3.0,2023,6,sandy_loam
670,East,0.57,3.1,2022,10,peat
671,South,0.55,3.7,2022,12,peat
672,North,0.75,4.8,2020,6,peat
673,North,0.89,2.3,2022,9,peat
674,West,0.71,2.4,2021,12,peat
675,South,0.65,4.7,2021,10,clay
676,North,0.5,4.4,2022,4,peat
677,West,0.51,3.9,2020,4,sandy_loam
678,West,0.53,4.3,2021,5,clay
679,South,0.6,3.8,2023,5,sandy_loam
680,North,0.64,4.7,2022,9,sandy_loam
681,East,0.57,4.0,2020,6,sandy_loam
682,North,0.71,4.9,2023,10,sandy_loam
683,East,0.74,4.0,2020,7,peat
684,East,0.77,4.1,2023,7,peat
685,West,0.79,3.7,2022,7,clay
686,East,0.61,5.0,2021,7,peat
687,South,0.8,2.4,2021,5,clay
688,West,0.62,2.3,2022,5,sandy_loam
689,West,0.55,3.0,2022,2,peat
690,North,0.51,3.6,2021,10,peat
691,East,0.63,2.5,2020,3,sandy_loam
692,East,0.79,4.2,2021,3,sandy_loam
693,North,0.52,4.2,2020,2,clay
694,North,0.54,4.2,2023,3,sandy_loam
695,West,0.65,3.1,2022,2,clay
696,North,0.85,2.1,2023,2,sandy_loam
697,East,0.57,3.4,2023,1,peat
698,West,0.73,4.2,2021,10,clay
699,West,0.68,3.3,2023,12,clay
700,West,0.56,2.8,2020,8,peat
701,East,0.5,2.9,2023,12,clay
702,West,0.62,4.0,2023,9,clay
703,West,0.76,3.5,2023,6,clay
704,North,0.76,4.8,2022,3,sandy_loam
705,East,0.68,2.7,2021,6,clay
706,East,0.55,3.5,2023,5,clay
707,West,0.73,5.0,2021,10,sandy_loam
708,South,0.68,3.7,2021,4,clay
709,South,0.81,4.0,2020,1,sandy_loam
710,North,0.73,4.7,2021,6,sandy_loam
711,West,0.87,5.0,2020,2,sandy_loam
712,East,0.7,4.2,2020,9,clay
713,North,0.55,3.6,2020,6,peat
714,West,0.88,4.2,2021,9,peat
715,South,0.8,4.6,2022,4,sandy_loam
716,South,0.79,2.8,2020,1,sandy_loam
717,West,0.64,3.2,2021,8,clay
718,East,0.56,4.7,2020,11,sandy_loam
719,North,0.55,5.0,2023,6,sandy_loam
720,South,0.66,3.6,2023,5,peat
721,South,0.81,4.4,2021,10,clay
722,South,0.65,3.4,2021,8,peat
723,South,0.51,2.1,2022,2,sandy_loam
724,West,0.75,4.0,2023,7,clay
725,West,0.72,3.6,2020,8,peat
726,West,0.77,3.7,2021,2,clay
727,North,0.87,2.2,2020,7,clay
728,South,0.9,2.0,2023,7,sandy_loam
729,West,0.55,2.2,2021,1,peat
730,North,0.51,3.9,2020,9,sandy_loam
731,South,0.8,4.5,2022,8,peat
732,East,0.62,3.3,2021,6,sandy_loam
733,East,0.76,3.0,2021,12,sandy_loam
734,West,0.79,2.0,2022,9,peat
735,East,0.79,4.2,2021,3,sandy_loam
736,East,0.65,4.9,2022,6,clay
737,North,0.62,4.0,2020,5,peat
738,East,0.58,3.5,2020,5,peat
739,East,0.87,4.3,2022,10,clay
740,East,0.87,2.0,2020,7,clay
741,North,0.51,2.8,2022,1,clay
742,East,0.71,4.3,2020,3,clay
743,West,0.7,3.0,2022,1,clay
744,North,0.54,2.5,2020,7,sandy_loam
745,South,0.65,2.3,2020,8,clay
746,North,0.68,2.8,2020,8,peat
747,South,0.83,3.4,2021,8,clay
748,East,0.75,3.7,2020,8,clay
749,West,0.86,3.9,2021,7,clay
750,East,0.65,2.2,2020,9,sandy_loam
751,East,0.62,3.9,2022,10,peat
752,West,0.79,4.5,2023,6,clay
753,East,0.77,3.7,2022,10,clay
754,South,0.72,3.5,2020,10,peat
755,South,0.82,4.1,2023,11,clay
756,East,0.79,3.3,2023,11,peat
757,West,0.8,4.3,2020,10,sandy_loam
758,West,0.63,2.1,2023,7,sandy_loam
759,East,0.62,2.8,2020,3,peat
760,West,0.51,4.8,2023,8,sandy_loam
761,East,0.58,3.1,2021,11,sandy_loam
762,West,0.58,3.2,2022,8,clay
763,North,0.7,3.2,2023,8,peat
764,North,0.54,2.1,2023,6,sandy_loam
765,East,0.72,2.5,2023,11,peat
766,South,0.69,4.6,2021,5,peat
767,West,0.88,3.0,2021,5,peat
768,North,0.9,4.9,2020,1,clay
769,West,0.58,4.9,2023,12,clay
770,South,0.76,2.7,2023,4,sandy_loam
771,North,0.67,3.6,2021,10,sandy_loam
772,East,0.86,2.8,2022,7,peat
773,South,0.67,2.1,2021,5,sandy_loam
774,South,0.85,2.4,2021,12,sandy_loam
775,South,0.75,4.6,2022,1,peat
776,East,0.55,4.3,2022,8,peat
777,East,0.78,4.2,2022,3,peat
778,South,0.72,2.4,2021,2,clay
779,West,0.76,4.6,2023,11,sandy_loam
780,West,0.75,2.7,2021,6,sandy_loam
781,West,0.67,4.7,2020,3,clay
782,South,0.59,4.2,2021,5,peat
783,West,0.73,3.5,2021,7,sandy_loam
784,South,0.66,3.7,2022,8,peat
785,East,0.52,4.9,2021,9,sandy_loam
786,South,0.62,4.5,2021,7,clay
787,South,0.86,4.7,2021,11,sandy_loam
788,West,0.51,2.7,2020,4,clay
789,North,0.89,3.6,2022,11,clay
790,West,0.6,4.2,2022,6,clay
791,East,0.64,4.1,2020,8,peat
792,West,0.88,3.7,2022,4,clay
793,East,0.56,2.7,2020,2,clay
794,West,0.64,2.0,2020,1,peat
795,South,0.53,4.7,2021,6,sandy_loam
796,North,0.67,2.4,2021,9,sandy_loam
797,East,0.63,2.8,2022,1,peat
798,East,0.9,3.1,2023,8,sandy_loam
799,West,0.7,3.1,2020,1,clay
800,North,0.5,2.7,2023,12,clay
801,North,0.83,2.3,2023,9,sandy_loam
802,South,0.65,3.4,2021,6,sandy_loam
803,South,0.68,4.7,2020,9,clay
804,North,0.78,3.2,2021,8,clay
805,East,0.57,2.2,2022,3,peat
806,West,0.6,3.0,2020,12,sandy_loam
807,North,0.59,2.2,2020,2,sandy_loam
808,West,0.62,2.9,2022,2,peat
809,East,0.61,2.3,2020,8,sandy_loam
810,North,0.87,5.0,2022,8,peat
811,South,0.76,2.1,2022,4,clay
812,South,0.57,3.3,2020,10,peat
813,South,0.59,4.0,2022,7,peat
814,East,0.71,3.5,2020,2,clay
815,South,0.83,3.4,2021,7,peat
816,West,0.64,3.9,2022,7,peat
817,South,0.72,3.0,2021,7,clay
818,West,0.53,3.7,2023,12,sandy_loam
819,West,0.76,4.1,2021,7,peat
820,South,0.67,2.0,2021,7,peat
821,North,0.63,4.9,2020,1,peat
822,North,0.54,2.6,2023,6,clay
823,West,0.76,3.5,2022,10,clay
824,East,0.51,4.3,2020,3,sandy_loam
825,North,0.56,3.1,2020,1,peat
826,East,0.84,2.7,2023,11,sandy_loam
827,West,0.67,4.7,2021,2,sandy_loam
828,North,0.86,3.3,2023,10,sandy_loam
829,South,0.74,3.8,2023,11,clay
830,North,0.84,3.4,2022,4,peat
831,North,0.68,2.9,2023,4,sandy_loam
832,West,0.8,2.2,2022,11,sandy_loam
833,East,0.71,3.9,2020,12,clay
834,South,0.51,4.1,2022,4,peat
835,South,0.53,2.3,2023,9,peat
836,North,0.89,2.2,2022,8,sandy_loam
837,West,0.87,3.3,2023,5,clay
838,East,0.54,3.2,2023,11,clay
839,East,0.7,2.5,2022,11,peat
840,West,0.73,2.1,2022,3,peat
841,North,0.89,2.7,2021,8,sandy_loam
842,South,0.57,2.4,2021,7,peat
843,East,0.88,4.1,2021,3,sandy_loam
844,West,0.81,2.6,2020,5,sandy_loam
845,North,0.89,4.8,2021,8,sandy_loam
846,South,0.81,4.9,2021,4,clay
847,East,0.72,2.7,2020,12,peat
848,East,0.63,3.3,2021,2,clay
849,West,0.75,4.4,2023,9,peat
850,South,0.62,2.8,2021,6,peat
851,West,0.63,3.7,2020,7,peat
852,East,0.51,3.4,2020,5,clay
853,West,0.71,3.4,2020,3,peat
854,South,0.78,2.6,2021,3,clay
855,West,0.79,3.2,2020,8,sandy_loam
856,West,0.74,4.0,2022,5,clay
857,West,0.6,3.8,2023,6,clay
858,South,0.65,4.0,2020,7,peat
859,West,0.87,2.9,2023,9,clay
860,East,0.58,2.4,2020,9,sandy_loam
861,South,0.56,2.2,2023,10,clay
862,East,0.9,3.2,2021,10,clay
863,East,0.71,4.4,2023,2,clay
864,South,0.57,4.0,2020,6,sandy_loam
865,West,0.55,2.3,2023,3,clay
866,East,0.56,3.3,2023,5,peat
867,South,0.71,4.2,2023,9,sandy_loam
868,East,0.65,4.5,2020,10,clay
869,West,0.57,4.1,2020,2,sandy_loam
870,North,0.61,3.9,2020,5,clay
871,South,0.73,2.6,2023,4,sandy_loam
872,West,0.66,3.3,2023,9,clay
873,North,0.86,2.5,2021,9,clay
874,North,0.55,3.3,2022,12,peat
875,North,0.74,4.3,2021,1,peat
876,South,0.89,3.0,2020,11,peat
877,East,0.59,4.5,2021,11,sandy_loam
878,North,0.78,4.8,2020,12,peat
879,South,0.82,2.3,2021,9,sandy_loam
880,North,0.69,5.0,2022,9,sandy_loam
881,East,0.62,3.8,2021,7,clay
882,South,0.89,4.3,2023,9,sandy_loam
883,East,0.64,4.2,2022,9,peat
884,South,0.74,3.4,2022,1,clay
885,North,0.72,3.4,2022,10,clay
886,South,0.86,3.2,2020,12,sandy_loam
887,South,0.86,2.3,2020,3,peat
888,East,0.67,3.5,2021,6,peat
889,East,0.61,3.4,2022,2,clay
890,South,0.73,2.0,2020,5,clay
891,West,0.82,3.4,2023,10,sandy_loam
892,West,0.5,2.8,2023,9,sandy_loam
893,West,0.62,3.8,2020,2,peat
894,East,0.76,4.0,2021,9,clay
895,East,0.61,4.9,2021,8,peat
896,East,0.89,4.6,2020,4,clay
897,South,0.54,4.8,2020,4,sandy_loam
898,West,0.6,3.1,2020,12,sandy_loam
899,South,0.66,4.1,2022,9,clay
900,South,0.53,3.1,2021,8,sandy_loam
901,East,0.63,2.4,2023,5,clay
902,South,0.74,3.3,2021,1,clay
903,North,0.61,4.2,2022,2,sandy_loam
904,East,0.9,2.8,2023,12,sandy_loam
905,West,0.81,4.9,2023,3,peat
906,North,0.6,4.8,2021,2,sandy_loam
907,North,0.53,2.6,2022,7,peat
908,East,0.85,3.6,2022,7,clay
909,South,0.6,3.6,2021,2,peat
910,North,0.83,3.3,2021,8,peat
911,West,0.64,4.1,2023,5,peat
912,East,0.71,4.0,2022,1,clay
913,North,0.79,2.9,2021,7,clay
914,South,0.65,4.4,2023,2,sandy_loam
915,North,0.75,3.8,2022,2,peat
916,North,0.73,2.7,2023,7,sandy_loam
917,East,0.58,3.6,2021,9,peat
918,West,0.69,3.2,2021,8,clay
919,South,0.69,3.9,2023,7,peat
920,North,0.84,3.5,2023,1,clay
921,West,0.6,4.0,2023,10,peat
922,North,0.81,3.6,2021,5,clay
923,East,0.58,4.0,2022,7,sandy_loam
924,East,0.6,3.6,2020,8,sandy_loam
925,East,0.74,3.3,2022,7,clay
926,West,0.53,4.9,2021,1,clay
927,West,0.79,3.8,2022,8,peat
928,South,0.8,3.2,2020,10,peat
929,West,0.65,3.7,2021,4,peat
930,West,0.55,2.7,2020,3,peat
931,East,0.59,3.6,2020,11,clay
932,South,0.67,4.3,2022,5,clay
933,East,0.88,3.3,2023,12,sandy_loam
934,South,0.68,4.2,2022,12,peat
935,East,0.87,2.2,2023,7,peat
936,West,0.53,4.3,2022,8,clay
937,South,0.52,2.5,2022,11,peat
938,South,0.8,3.0,2020,3,peat
939,West,0.6,3.5,2022,4,clay
940,North,0.86,2.4,2020,4,sandy_loam
941,South,0.65,3.3,2021,5,peat
942,West,0.8,4.3,2020,5,sandy_loam
943,North,0.75,3.6,2021,1,clay
944,North,0.81,3.8,2023,11,sandy_loam
945,North,0.79,4.6,2020,5,peat
946,North,0.75,2.8,2020,6,peat
947,East,0.53,2.3,2022,3,peat
948,East,0.5,3.2,2022,7,peat
949,East,0.76,2.3,2021,11,peat
950,North,0.5,3.2,2020,9,clay
951,West,0.59,2.4,2023,5,peat
952,West,0.72,4.6,2020,9,peat
953,West,0.76,2.8,2021,7,sandy_loam
954,East,0.73,3.5,2021,7,sandy_loam
955,North,0.57,3.8,2020,3,peat
956,West,0.82,4.8,2022,4,peat
957,South,0.84,2.4,2023,4,sandy_loam
958,North,0.85,4.6,2021,2,sandy_loam
959,West,0.83,3.7,2021,1,clay
960,North,0.61,3.0,2021,4,peat
961,East,0.69,3.2,2020,2,sandy_loam
962,North,0.88,2.2,2022,10,peat
963,South,0.87,4.2,2021,10,clay
964,South,0.53,3.8,2020,3,sandy_loam
965,South,0.5,2.8,2020,6,clay
966,East,0.59,2.3,2021,9,clay
967,West,0.89,2.1,2023,6,sandy_loam
968,West,0.88,3.9,2020,12,peat
969,North,0.86,4.8,2021,1,clay
970,West,0.51,4.1,2020,8,clay
971,North,0.68,4.1,2020,5,sandy_loam
972,East,0.72,2.5,2022,1,clay
973,East,0.87,4.6,2023,8,sandy_loam
974,North,0.8,4.1,2023,4,sandy_loam
975,East,0.9,2.6,2020,11,clay
976,South,0.78,2.7,2022,9,peat
977,North,0.85,2.9,2020,8,peat
978,East,0.61,4.3,2023,3,sandy_loam
979,North,0.86,4.1,2023,8,clay
980,West,0.75,4.1,2022,6,sandy_loam
981,North,0.54,4.9,2022,7,clay
982,West,0.88,2.2,2020,1,sandy_loam
983,East,0.52,2.0,2023,1,clay
984,South,0.62,4.5,2020,8,clay
985,West,0.86,2.1,2021,8,peat
986,South,0.64,3.5,2021,2,peat
987,North,0.8,2.3,2023,8,sandy_loam
988,West,0.51,2.8,2022,7,clay
989,South,0.85,4.2,2023,1,sandy_loam
990,West,0.78,4.0,2022,10,clay
991,East,0.55,2.9,2020,2,peat
992,West,0.55,2.3,2023,5,peat
993,South,0.51,4.1,2023,2,peat
994,North,0.55,2.5,2022,3,peat
995,West,0.55,3.6,2020,6,clay
996,West,0.53,4.8,2023,1,sandy_loam
997,West,0.78,4.5,2021,6,clay
998,South,0.58,4.2,2020,5,clay
999,South,0.75,4.4,2022,1,peat
1000,South,0.7,2.9,2022,7,peat
1001,East,0.64,3.4,2020,11,clay
1002,North,0.58,4.2,2023,1,peat
1003,South,0.85,4.3,2022,9,peat
1004,East,0.58,4.4,2022,9,clay
1005,North,0.81,3.5,2022,8,peat
1006,South,0.53,4.6,2023,12,clay
1007,North,0.65,3.2,2022,8,sandy_loam
1008,East,0.58,2.7,2023,2,clay
1009,East,0.85,4.4,2023,2,peat
1010,North,0.9,2.6,2020,5,clay
1011,North,0.77,2.7,2021,4,clay
1012,North,0.5,3.3,2020,4,sandy_loam
1013,North,0.66,4.3,2021,4,peat
1014,West,0.69,4.2,2021,11,clay
1015,East,0.61,2.8,2023,8,sandy_loam
1016,East,0.85,3.8,2021,8,sandy_loam
1017,South,0.77,4.8,2022,11,peat
1018,North,0.85,4.5,2022,4,sandy_loam
1019,West,0.7,3.1,2022,9,clay
1020,West,0.55,2.4,2022,9,clay
1021,South,0.55,4.6,2020,8,peat
1022,North,0.6,2.9,2021,1,peat
1023,West,0.55,3.6,2022,6,sandy_loam
1024,East,0.59,3.9,2023,3,clay
1025,West,0.66,3.1,2020,12,peat
1026,East,0.87,4.0,2020,3,clay
1027,West,0.87,5.0,2020,10,peat
1028,East,0.53,4.0,2022,6,sandy_loam
1029,South,0.76,2.3,2022,2,clay
1030,South,0.71,3.9,2023,10,peat
1031,South,0.89,4.6,2023,7,clay
1032,North,0.55,3.9,2021,2,peat
1033,West,0.69,5.0,2022,5,peat
1034,East,0.8,3.9,2020,9,clay
1035,West,0.75,2.8,2022,4,clay
1036,East,0.62,2.7,2023,4,peat
1037,South,0.8,4.6,2023,7,clay
1038,West,0.77,2.4,2022,6,peat
1039,West,0.54,3.8,2020,9,sandy_loam
1040,East,0.54,4.2,2021,7,peat
1041,South,0.84,3.4,2022,8,peat
1042,East,0.52,2.9,2020,2,peat
1043,West,0.62,4.1,2022,2,peat
1044,West,0.74,4.4,2022,4,sandy_loam
1045,East,0.56,3.5,2021,6,sandy_loam
1046,West,0.61,4.7,2021,9,clay
1047,North,0.75,4.9,2023,5,clay
1048,East,0.66,2.3,2022,9,clay
1049,East,0.78,3.4,2022,4,peat
1050,South,0.73,4.5,2021,8,sandy_loam
1051,North,0.73,3.8,2020,10,clay
1052,South,0.73,4.7,2022,4,peat
1053,East,0.62,3.1,2021,10,peat
1054,North,0.62,4.6,2020,11,clay
1055,North,0.59,3.9,2023,1,sandy_loam
1056,West,0.59,2.9,2020,9,peat
1057,North,0.65,2.6,2020,11,clay
1058,North,0.58,3.3,2023,5,sandy_loam
1059,East,0.85,4.5,2023,5,clay
1060,North,0.6,5.0,2020,12,sandy_loam
1061,South,0.81,3.7,2021,3,clay
1062,West,0.7,4.8,2021,4,peat
1063,East,0.81,2.3,2021,8,clay
1064,West,0.54,4.6,2023,3,peat
1065,North,0.55,3.9,2022,3,peat
1066,North,0.88,4.5,2021,7,peat
1067,South,0.88,2.3,2021,12,peat
1068,East,0.51,3.0,2022,7,peat
1069,West,0.59,2.5,2021,7,clay
1070,East,0.71,3.2,2022,11,sandy_loam
1071,North,0.63,4.8,2022,3,clay
1072,North,0.71,5.0,2020,10,peat
1073,South,0.77,4.5,2020,5,clay
1074,West,0.61,2.6,2021,8,peat
1075,North,0.68,2.2,2020,5,clay
1076,West,0.83,3.9,2021,5,sandy_loam
1077,West,0.89,3.2,2021,3,clay
1078,West,0.87,3.0,2023,2,clay
1079,North,0.71,3.5,2022,1,clay
1080,West,0.62,4.6,2023,12,clay
1081,North,0.71,4.7,2021,6,sandy_loam
1082,West,0.62,4.2,2022,1,sandy_loam
1083,North,0.81,4.0,2022,6,clay
1084,West,0.53,2.7,2023,2,sandy_loam
1085,South,0.82,3.3,2020,6,peat
1086,South,0.7,2.4,2022,9,sandy_loam
1087,South,0.84,4.1,2020,8,clay
1088,East,0.86,2.6,2023,9,clay
1089,South,0.73,2.4,2022,10,sandy_loam
1090,North,0.83,4.2,2022,8,peat
1091,South,0.68,3.2,2021,12,peat
1092,North,0.61,4.8,2023,11,sandy_loam
1093,North,0.79,4.7,2023,12,sandy_loam
1094,West,0.8,3.1,2020,6,peat
1095,West,0.73,2.2,2021,1,sandy_loam
1096,East,0.87,4.3,2020,2,sandy_loam
1097,South,0.89,3.8,2020,1,peat
1098,West,0.51,3.4,2021,6,sandy_loam
1099,East,0.61,2.6,2023,6,sandy_loam
1100,West,0.85,2.3,2021,4,sandy_loam
1101,East,0.89,4.0,2022,9,sandy_loam
1102,East,0.83,3.5,2022,5,peat
1103,East,0.53,3.0,2020,6,sandy_loam
1104,North,0.78,2.1,2021,1,sandy_loam
1105,West,0.51,2.4,2020,12,peat
1106,West,0.69,4.9,2021,7,clay
1107,West,0.59,3.7,2020,4,peat
1108,South,0.78,3.2,2021,12,clay
1109,North,0.58,4.8,2022,11,sandy_loam
1110,East,0.81,3.1,2020,6,peat
1111,West,0.51,4.0,2022,3,clay
1112,South,0.76,4.6,2020,12,clay
1113,West,0.62,3.6,2020,1,peat
1114,South,0.53,3.0,2020,11,clay
1115,West,0.88,2.3,2022,12,clay
1116,South,0.74,4.6,2023,9,clay
1117,North,0.83,3.4,2020,2,peat
1118,South,0.82,4.9,2022,9,clay
1119,North,0.55,4.4,2021,11,peat
1120,North,0.86,2.0,2021,9,clay
1121,West,0.68,2.2,2021,2,clay
1122,North,0.7,3.2,2023,2,sandy_loam
1123,North,0.71,4.4,2020,8,sandy_loam
1124,North,0.64,3.7,2020,9,clay
1125,West,0.66,4.6,2023,11,peat
1126,East,0.81,2.2,2023,8,sandy_loam
1127,South,0.62,4.1,2021,1,peat
1128,South,0.51,4.9,2022,5,peat
1129,East,0.53,3.8,2021,11,peat
1130,South,0.77,3.4,2021,10,peat
1131,North,0.62,2.4,2020,3,sandy_loam
1132,South,0.7,4.0,2022,4,sandy_loam
1133,West,0.51,4.8,2023,3,clay
1134,North,0.86,3.3,2023,6,sandy_loam
1135,South,0.54,3.5,2023,7,sandy_loam
1136,East,0.88,2.2,2023,8,peat
1137,East,0.6,2.4,2023,2,sandy_loam
1138,South,0.64,4.1,2023,10,sandy_loam
1139,North,0.51,2.8,2020,11,peat
1140,North,0.85,2.3,2020,4,clay
1141,North,0.7,2.7,2020,10,peat
1142,West,0.7,2.6,2022,8,peat
1143,South,0.71,4.7,2021,10,sandy_loam
1144,North,0.62,2.9,2020,6,peat
1145,South,0.6,4.8,2020,1,sandy_loam
1146,South,0.88,4.9,2020,6,sandy_loam
1147,South,0.71,2.4,2022,4,sandy_loam
1148,West,0.75,3.8,2023,2,clay
1149,West,0.73,4.3,2020,11,sandy_loam
1150,South,0.68,2.1,2021,1,peat
1151,South,0.65,3.1,2021,11,sandy_loam
1152,East,0.78,3.5,2021,5,clay
1153,South,0.83,3.9,2021,9,sandy_loam
1154,North,0.83,5.0,2020,11,peat
1155,North,0.7,3.5,2020,12,peat
1156,North,0.83,2.1,2021,5,peat
1157,North,0.69,2.4,2023,9,peat
1158,North,0.87,3.5,2022,11,clay
1159,South,0.56,4.2,2023,7,sandy_loam
1160,East,0.52,4.3,2021,11,clay
1161,South,0.62,3.4,2023,7,sandy_loam
1162,North,0.88,5.0,2020,9,clay
1163,North,0.65,2.8,2023,9,sandy_loam
1164,East,0.67,2.2,2020,2,peat
1165,West,0.81,4.5,2023,10,clay
1166,West,0.85,5.0,2020,9,sandy_loam
1167,East,0.6,3.2,2022,11,peat
1168,South,0.66,3.3,2023,8,sandy_loam
1169,South,0.85,3.0,2022,5,peat
1170,South,0.77,2.1,2021,6,sandy_loam
1171,South,0.86,2.2,2023,8,sandy_loam
1172,East,0.56,2.5,2022,11,sandy_loam
1173,West,0.69,3.9,2023,5,clay
1174,South,0.6,4.1,2023,1,peat
1175,West,0.51,3.8,2023,12,clay
1176,South,0.77,4.2,2022,11,peat
1177,North,0.86,2.4,2021,6,clay
1178,South,0.89,3.2,2023,5,clay
1179,West,0.72,4.2,2020,11,clay
1180,West,0.65,2.0,2021,1,clay
1181,East,0.79,4.5,2022,8,sandy_loam
1182,East,0.56,2.6,2021,3,sandy_loam
1183,East,0.77,4.1,2022,6,peat
1184,West,0.72,4.2,2021,4,clay
1185,South,0.62,4.5,2023,10,peat
1186,West,0.54,4.5,2021,4,clay
1187,North,0.53,4.2,2022,10,sandy_loam
1188,South,0.86,4.3,2020,2,sandy_loam
1189,West,0.85,3.6,2022,10,sandy_loam
1190,East,0.62,3.4,2022,5,clay
1191,North,0.64,4.8,2020,12,sandy_loam
1192,South,0.87,4.6,2020,7,sandy_loam
1193,South,0.77,3.1,2022,4,sandy_loam
1194,North,0.58,3.5,2023,4,sandy_loam
1195,North,0.88,4.3,2023,5,sandy_loam
1196,North,0.89,2.7,2020,3,peat
1197,South,0.75,2.7,2021,10,peat
1198,East,0.84,5.0,2022,3,peat
1199,East,0.6,2.6,2023,11,sandy_loam
1200,North,0.89,3.0,2022,1,clay
1201,West,0.77,3.3,2023,12,peat
1202,West,0.67,4.5,2020,5,peat
1203,South,0.66,4.6,2021,7,peat
1204,North,0.85,2.9,2021,12,clay
1205,West,0.74,3.7,2023,10,peat
1206,South,0.81,4.9,2021,7,sandy_loam
1207,East,0.67,4.9,2022,9,sandy_loam
1208,West,0.65,4.7,2023,4,sandy_loam
1209,South,0.57,2.9,2020,3,sandy_loam
1210,South,0.81,3.8,2023,12,clay
1211,East,0.85,2.1,2020,6,sandy_loam
1212,North,0.61,2.9,2021,8,sandy_loam
1213,West,0.89,4.0,2021,8,peat
1214,North,0.67,4.6,2022,7,sandy_loam
1215,South,0.56,3.8,2020,6,peat
1216,West,0.71,3.5,2021,11,sandy_loam
1217,East,0.59,2.6,2021,6,sandy_loam
1218,North,0.9,3.5,2021,7,peat
1219,North,0.52,4.3,2022,9,clay
1220,East,0.55,2.1,2022,12,sandy_loam
1221,North,0.7,4.6,2020,4,clay
1222,West,0.71,4.2,2022,12,clay
1223,South,0.6,2.8,2023,5,sandy_loam
1224,East,0.53,2.9,2022,1,peat
1225,South,0.81,2.2,2022,8,clay
1226,West,0.7,2.3,2021,2,sandy_loam
1227,South,0.53,4.7,2023,12,sandy_loam
1228,East,0.6,4.6,2020,6,peat
1229,North,0.63,3.4,2020,11,clay
1230,North,0.55,4.3,2023,10,sandy_loam
1231,West,0.64,2.7,2022,12,clay
1232,East,0.71,3.7,2020,9,clay
1233,West,0.82,5.0,2022,12,peat
1234,North,0.66,4.4,2020,10,sandy_loam
1235,West,0.6,2.4,2023,7,sandy_loam
1236,South,0.68,2.7,2023,7,clay
1237,South,0.66,3.7,2021,9,clay
1238,South,0.57,4.2,2023,11,sandy_loam
1239,West,0.65,2.8,2022,7,sandy_loam
1240,South,0.63,3.0,2020,3,clay
1241,East,0.8,4.4,2021,1,peat
1242,East,0.58,4.6,2022,3,sandy_loam
1243,North,0.89,3.0,2021,7,sandy_loam
1244,South,0.59,2.3,2023,8,sandy_loam
1245,South,0.78,4.9,2023,4,peat
1246,South,0.69,5.0,2023,1,clay
1247,North,0.54,2.9,2022,12,sandy_loam
1248,North,0.54,4.3,2020,8,sandy_loam
1249,North,0.68,2.7,2021,1,sandy_loam
1250,North,0.6,5.0,2023,7,clay
1251,South,0.86,4.4,2020,7,clay
1252,North,0.89,2.1,2022,3,clay
1253,West,0.8,2.2,2023,7,peat
1254,North,0.82,3.2,2020,10,clay
1255,East,0.69,2.4,2023,12,peat
1256,West,0.84,2.3,2021,9,peat
1257,West,0.7,2.9,2023,12,sandy_loam
1258,West,0.55,2.8,2023,1,sandy_loam
1259,South,0.59,2.1,2020,3,sandy_loam
1260,West,0.79,2.4,2020,4,clay
1261,East,0.77,2.1,2023,7,sandy_loam
1262,South,0.62,4.9,2023,11,clay
1263,North,0.73,3.1,2022,5,clay
1264,North,0.87,2.8,2022,10,peat
1265,East,0.7,4.1,2023,10,clay
1266,South,0.71,4.0,2023,5,sandy_loam
1267,West,0.53,2.6,2021,4,clay
1268,South,0.74,2.6,2020,2,peat
1269,East,0.71,3.3,2020,2,peat
1270,West,0.83,4.4,2023,10,clay
1271,South,0.61,2.6,2021,12,clay
1272,East,0.67,5.0,2021,7,sandy_loam
1273,West,0.5,2.6,2022,11,peat
1274,East,0.61,2.4,2023,7,peat
1275,South,0.63,2.1,2020,6,clay
1276,North,0.9,3.5,2020,11,peat
1277,South,0.68,3.0,2022,12,peat
1278,North,0.89,3.5,2021,1,sandy_loam
1279,North,0.55,2.0,2022,2,peat
1280,West,0.85,2.8,2022,6,clay
1281,North,0.56,3.7,2022,1,peat
1282,North,0.85,3.7,2020,6,sandy_loam
1283,East,0.8,3.3,2023,2,clay
1284,North,0.69,4.1,2021,10,sandy_loam
1285,West,0.52,4.1,2020,1,peat
1286,South,0.87,2.2,2022,8,sandy_loam
1287,East,0.74,4.2,2020,8,sandy_loam
1288,East,0.56,3.8,2020,1,clay
1289,South,0.73,4.5,2020,9,peat
1290,East,0.63,3.5,2023,2,peat
1291,East,0.79,2.3,2021,10,sandy_loam
1292,East,0.76,3.0,2023,11,sandy_loam
1293,East,0.85,2.8,2020,6,peat
1294,North,0.52,2.7,2022,2,sandy_loam
